Patch ID,Vendor,Drop Reason,Details
RHBA-2025:16680,Red Hat,Garbage Data,"Contains ""openshift"""
RHBA-2025:20964,Red Hat,Garbage Data,"Contains ""openshift"""
RHBA-2025:23151,Red Hat,Garbage Data,"Contains ""openshift"""
RHBA-2026:0138,Red Hat,Garbage Data,"Contains ""openshift"""
RHBA-2026:0988,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHBA-2026:1622,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:15673,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:15723,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:15725,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:15726,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:15727,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:15872,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:16160,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:16165,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:16595,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:16668,Red Hat,Garbage Data,"Matches ""rhel 7"" for Red Hat"
RHSA-2025:16747,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:17671,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:17730,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:17731,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:18241,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:18242,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:18252,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:19221,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:19296,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:19332,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:19335,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:19380,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:19381,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:19397,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:19421,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux AI', 'Red Hat Enterprise Linux AI 1.5']"
RHSA-2025:19422,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux AI', 'Red Hat Enterprise Linux AI 1.5']"
RHSA-2025:19423,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux AI', 'Red Hat Enterprise Linux AI 1.5']"
RHSA-2025:19424,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux AI', 'Red Hat Enterprise Linux AI 1.5']"
RHSA-2025:19425,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux AI', 'Red Hat Enterprise Linux AI 1.5']"
RHSA-2025:19426,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux AI', 'Red Hat Enterprise Linux AI 1.5']"
RHSA-2025:19427,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux AI', 'Red Hat Enterprise Linux AI 1.5']"
RHSA-2025:19428,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux AI', 'Red Hat Enterprise Linux AI 1.5']"
RHSA-2025:19429,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux AI', 'Red Hat Enterprise Linux AI 1.5']"
RHSA-2025:19430,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux AI', 'Red Hat Enterprise Linux AI 1.5']"
RHSA-2025:19529,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:19566,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:19594,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:19731,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:19804,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:19958,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:19961,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:20909,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:20983,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:21132,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:21148,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21220,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:21328,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:21336,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21337,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21368,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:21382,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21383,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21384,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21385,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21633,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v. 10.0)']"
RHSA-2025:21634,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.6)']"
RHSA-2025:21702,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:21704,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:21706,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21768,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21775,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21778,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21779,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21795,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:21815,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21816,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21824,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:21856,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:21885,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:21892,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:21964,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:22014,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22030,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:22179,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:22181,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:22182,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:22255,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22275,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22287,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:22345,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22415,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22416,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22418,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22420,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22668,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:22683,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22684,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:22738,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22743,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22759,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22784,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:22899,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:22905,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22936,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22937,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22938,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22941,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:22955,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:23001,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23002,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23028,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23057,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:23059,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23060,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23061,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23064,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23069,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23078,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23079,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23080,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23087,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23088,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23113,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:23131,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23176,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23202,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23204,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23205,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23209,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23248,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23294,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23295,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:23325,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:23326,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23347,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:23348,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23374,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23394,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23421,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:23449,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23528,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:23529,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2025:23531,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:23534,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:23535,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:23542,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:23546,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2025:23733,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23736,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23737,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23740,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23741,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23746,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23747,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:23916,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2025:23948,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2025:9562,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0050,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0226,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:0227,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:0243,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:0244,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:0245,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:0246,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:0261,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0314,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:0315,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0316,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0327,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0331,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0338,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0383,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:0384,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:0386,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:0414,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:0418,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0424,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:0425,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.4)']"
RHSA-2026:0426,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.4)']"
RHSA-2026:0470,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:0477,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:0518,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:0527,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:0530,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0531,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0545,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:0627,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:0629,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:0663,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0671,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0676,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0701,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0715,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0718,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:0722,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0737,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0761,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:0973,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:0981,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0987,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:0990,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:0995,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1000,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1004,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1017,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1018,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1025,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1026,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1027,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1038,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1041,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1042,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1049,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1062,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1067,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1071,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1072,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:1084,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:1166,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1168,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1176,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1248,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1249,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1329,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.9.0)', 'Red Hat Enterprise Linux High Availability E4S (v.9.0)', 'Red Hat Enterprise Linux ResilientStorage E4S (v.9.0)']"
RHSA-2026:1330,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.9.2)', 'Red Hat Enterprise Linux High Availability E4S (v.9.2)', 'Red Hat Enterprise Linux Resilient Storage E4S (v.9.2)']"
RHSA-2026:1331,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.4)', 'Red Hat Enterprise Linux High Availability EUS (v.9.4)', 'Red Hat Enterprise Linux Resilient Storage EUS (v.9.4)']"
RHSA-2026:1332,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.6)']"
RHSA-2026:1336,Red Hat,Garbage Data,"Contains ""extended lifecycle"""
RHSA-2026:1337,Red Hat,Garbage Data,"Contains ""extended lifecycle"""
RHSA-2026:1338,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux High Availability AUS (v.8.4)', 'Red Hat Enterprise Linux HighAvailability EUS EXTENSION (v.8.4)']"
RHSA-2026:1339,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux High Availability E4S (v.8.8)', 'Red Hat Enterprise Linux High Availability TUS (v.8.8)']"
RHSA-2026:1340,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux High Availability E4S (v.8.6)', 'Red Hat Enterprise Linux High Availability TUS (v.8.6)']"
RHSA-2026:1374,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1377,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1378,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1379,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1380,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1381,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1408,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1410,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1416,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1431,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1485,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1488,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1497,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1504,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1506,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1517,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1520,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1536,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1540,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1546,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.9.2)']"
RHSA-2026:1549,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1552,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1555,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1556,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1577,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1596,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1599,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1600,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1609,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1618,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux BaseOS E4S (v.9.0)']"
RHSA-2026:1619,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.6)']"
RHSA-2026:1652,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1674,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux BaseOS EUS (v.9.4)']"
RHSA-2026:1676,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.8.8)', 'Red Hat Enterprise Linux AppStream TUS (v.8.8)']"
RHSA-2026:1693,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux BaseOS E4S (v.9.2)']"
RHSA-2026:1701,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.8.8)', 'Red Hat Enterprise Linux AppStream TUS (v.8.8)', 'Red Hat Enterprise Linux High Availability E4S (v.8.8)', 'Red Hat Enterprise Linux High Availability TUS (v.8.8)']"
RHSA-2026:1702,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v.8.6)', 'Red Hat Enterprise Linux AppStream E4S (v.8.6)', 'Red Hat Enterprise Linux AppStream TUS (v.8.6)', 'Red Hat Enterprise Linux High Availability E4S (v.8.6)', 'Red Hat Enterprise Linux High Availability TUS (v.8.6)']"
RHSA-2026:1704,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.6)']"
RHSA-2026:1706,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.6)']"
RHSA-2026:1712,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.4)']"
RHSA-2026:1717,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.4)', 'Red Hat Enterprise Linux High Availability EUS (v.9.4)', 'Red Hat Enterprise Linux Resilient Storage EUS (v.9.4)']"
RHSA-2026:1726,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux BaseOS EUS (v. 10.0)']"
RHSA-2026:1729,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux BaseOS EUS (v.9.6)']"
RHSA-2026:1730,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1734,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.9.0)', 'Red Hat Enterprise Linux High Availability E4S (v.9.0)', 'Red Hat Enterprise Linux ResilientStorage E4S (v.9.0)']"
RHSA-2026:1735,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.9.2)', 'Red Hat Enterprise Linux High Availability E4S (v.9.2)', 'Red Hat Enterprise Linux Resilient Storage E4S (v.9.2)']"
RHSA-2026:1736,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1791,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.8.8)', 'Red Hat Enterprise Linux AppStream TUS (v.8.8)', 'Red Hat Enterprise Linux High Availability E4S (v.8.8)', 'Red Hat Enterprise Linux High Availability TUS (v.8.8)']"
RHSA-2026:1792,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v.8.6)', 'Red Hat Enterprise Linux AppStream E4S (v.8.6)', 'Red Hat Enterprise Linux AppStream TUS (v.8.6)', 'Red Hat Enterprise Linux High Availability E4S (v.8.6)', 'Red Hat Enterprise Linux High Availability TUS (v.8.6)']"
RHSA-2026:1793,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux High Availability E4S (v.8.6)', 'Red Hat Enterprise Linux High Availability TUS (v.8.6)']"
RHSA-2026:1794,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux High Availability E4S (v.8.8)', 'Red Hat Enterprise Linux High Availability TUS (v.8.8)']"
RHSA-2026:1795,Red Hat,Garbage Data,"Contains ""extended lifecycle"""
RHSA-2026:1803,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v.8.4)', 'Red Hat Enterprise Linux AppStream EUS EXTENSION (v.8.4)', 'Red Hat Enterprise Linux High Availability AUS (v.8.4)', 'Red Hat Enterprise Linux HighAvailability EUS EXTENSION (v.8.4)']"
RHSA-2026:1805,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux High Availability AUS (v.8.4)', 'Red Hat Enterprise Linux HighAvailability EUS EXTENSION (v.8.4)']"
RHSA-2026:1813,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.6)']"
RHSA-2026:1814,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v. 10.0)']"
RHSA-2026:1828,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1837,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1838,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1845,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1892,Red Hat,Severity Under Threshold,Severity: Moderate
