Patch ID,Vendor,Drop Reason,Details
ELBA-2025-16438,Oracle,Not System Critical,Component 'nodejs22' is not in the whitelist or matches an explicit blacklist
ELBA-2025-16440,Oracle,Not System Critical,Component 'rdma-core' is not in the whitelist or matches an explicit blacklist
ELBA-2025-16445,Oracle,Not System Critical,Component 'gsettings-desktop-schemas' is not in the whitelist or matches an explicit blacklist
ELBA-2025-16446,Oracle,Not System Critical,Component 'opencryptoki' is not in the whitelist or matches an explicit blacklist
ELBA-2025-16449,Oracle,Not System Critical,Component 'dnf' is not in the whitelist or matches an explicit blacklist
ELBA-2025-16450,Oracle,Not System Critical,Component 'man-pages' is not in the whitelist or matches an explicit blacklist
ELBA-2025-16451,Oracle,Not System Critical,Component 'samba' is not in the whitelist or matches an explicit blacklist
ELBA-2025-16489,Oracle,Not System Critical,Component 'libinput' is not in the whitelist or matches an explicit blacklist
ELBA-2025-16680,Oracle,Not System Critical,Component 'irqbalance' is not in the whitelist or matches an explicit blacklist
ELBA-2025-16862,Oracle,Not System Critical,Component 'mysql-selinux' is not in the whitelist or matches an explicit blacklist
ELBA-2025-16917,Oracle,Not System Critical,Component 'scap-security-guide' is not in the whitelist or matches an explicit blacklist
ELBA-2025-16954,Oracle,Not System Critical,Component 'linuxptp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17349,Oracle,Not System Critical,Component 'sos' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17402,Oracle,Not System Critical,Component 'gcc-toolset' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17405,Oracle,Not System Critical,Component 'binutils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17406,Oracle,Not System Critical,Component 'file' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17407,Oracle,Not System Critical,Component 'curl' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17409,Oracle,Not System Critical,Component 'net-snmp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17411,Oracle,Not System Critical,Component 'samba' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17413,Oracle,Not System Critical,Component '2' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17414,Oracle,Not System Critical,Component 'autofs' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17418,Oracle,Not System Critical,Component 'ksh' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17419,Oracle,Not System Critical,Component 'motif' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17420,Oracle,Not System Critical,Component 'gnome-shell-extensions' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17421,Oracle,Not System Critical,Component 'protobuf' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17422,Oracle,Not System Critical,Component 'gnome-shell' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17424,Oracle,Not System Critical,Component 'dnsmasq' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17425,Oracle,Not System Critical,Component 'jackson-databind' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17897,Oracle,Not System Critical,Component '389-ds-base' is not in the whitelist or matches an explicit blacklist
ELBA-2025-17898,Oracle,Not System Critical,Component '389-ds-base' is not in the whitelist or matches an explicit blacklist
ELBA-2025-18065,Oracle,Not System Critical,Component 'nmstate' is not in the whitelist or matches an explicit blacklist
ELBA-2025-18961,Oracle,Not System Critical,Component 'nmstate' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19255,Oracle,Not System Critical,Component 'edk2' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19287,Oracle,Not System Critical,Component 'ledmon' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19288,Oracle,Not System Critical,Component 'ledmon' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19402,Oracle,Not System Critical,Component 'librepo' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19534,Oracle,Not System Critical,Component 'rdma-core' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19538,Oracle,Not System Critical,Component 'dracut' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19539,Oracle,Not System Critical,Component 'glib2' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19548,Oracle,Not System Critical,Component 'glib2' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19554,Oracle,Not System Critical,Component 'mdadm' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19557,Oracle,Not System Critical,Component 'glib2' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19560,Oracle,Not System Critical,Component 'ostree' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19561,Oracle,Not System Critical,Component 'crun' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19563,Oracle,Not System Critical,Component 'nmstate' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19565,Oracle,Not System Critical,Component 'osinfo-db' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19568,Oracle,Not System Critical,Component 'other' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19569,Oracle,Not System Critical,Component 'samba' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19570,Oracle,Not System Critical,Component 'rig' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19571,Oracle,Not System Critical,Component 'ksh' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19573,Oracle,Not System Critical,Component 'lftp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19575,Oracle,Not System Critical,Component 'libdmx' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19576,Oracle,Not System Critical,Component 'plymouth' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19578,Oracle,Not System Critical,Component 'gnome-shell-extensions' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19579,Oracle,Not System Critical,Component 'opencv' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19581,Oracle,Not System Critical,Component 'rig' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19583,Oracle,Not System Critical,Component 'tesseract-tessdata' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19585,Oracle,Not System Critical,Component 'gpsd-minimal' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19587,Oracle,Not System Critical,Component 'cockpit-composer' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19589,Oracle,Not System Critical,Component 'fapolicyd' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19590,Oracle,Not System Critical,Component 'mutter' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19591,Oracle,Not System Critical,Component 'gcc-toolset' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19593,Oracle,Not System Critical,Component 'ksh' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19595,Oracle,Not System Critical,Component 'rust-afterburn' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19597,Oracle,Not System Critical,Component 'other' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19907,Oracle,Not System Critical,Component 'dpdk' is not in the whitelist or matches an explicit blacklist
ELBA-2025-19953,Oracle,Not System Critical,Component 'frr' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20094-0,Oracle,Not System Critical,Component 'redhat-release' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20097-0,Oracle,Not System Critical,Component 'ima-evm-utils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20098-0,Oracle,Not System Critical,Component 'opencryptoki' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20099-0,Oracle,Not System Critical,Component 'grubby' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20101-0,Oracle,Not System Critical,Component 'curl' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20102-0,Oracle,Not System Critical,Component 'numatop' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20104-0,Oracle,Not System Critical,Component 'dnf-plugins-core' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20106-0,Oracle,Not System Critical,Component 'dnf' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20107-0,Oracle,Not System Critical,Component 'libdnf' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20108-0,Oracle,Not System Critical,Component 'redhat-fonts' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20111-0,Oracle,Not System Critical,Component 'python3' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20112-0,Oracle,Not System Critical,Component 'exfatprogs' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20115-0,Oracle,Not System Critical,Component 'crypto-policies' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20116-0,Oracle,Not System Critical,Component 'sos' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20117-0,Oracle,Not System Critical,Component 'cronie' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20118-0,Oracle,Not System Critical,Component 'zlib-ng' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20120-0,Oracle,Not System Critical,Component 'lldpad' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20121-0,Oracle,Not System Critical,Component 'kexec-tools' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20122-0,Oracle,Not System Critical,Component 'makedumpfile' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20123-0,Oracle,Not System Critical,Component 'bluez' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20124-0,Oracle,Not System Critical,Component 'elfutils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20125-0,Oracle,Not System Critical,Component 'rpm' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20127-0,Oracle,Not System Critical,Component 'autofs' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20128-0,Oracle,Not System Critical,Component 'python-charset-normalizer' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20129-0,Oracle,Not System Critical,Component 'libtracecmd' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20130-0,Oracle,Not System Critical,Component 'trace-cmd' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20132-0,Oracle,Not System Critical,Component 'virt-what' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20133-0,Oracle,Not System Critical,Component 'policycoreutils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20134-0,Oracle,Not System Critical,Component 'cockpit' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20136-0,Oracle,Not System Critical,Component 'kdump-utils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20137-0,Oracle,Not System Critical,Component 'cyrus-sasl' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20140-0,Oracle,Not System Critical,Component 'libffi' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20141-0,Oracle,Not System Critical,Component 'accel-config' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20142-0,Oracle,Not System Critical,Component 'setup' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20146-0,Oracle,Not System Critical,Component 'nvme-cli' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20147-0,Oracle,Not System Critical,Component 'libnvme' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20148-0,Oracle,Not System Critical,Component 'man-db' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20149-0,Oracle,Not System Critical,Component 'gcc' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20150-0,Oracle,Not System Critical,Component 'iproute' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20152-0,Oracle,Not System Critical,Component 'libtracefs' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20153-0,Oracle,Not System Critical,Component 'sysfsutils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20154-0,Oracle,Not System Critical,Component 'libuser' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20156-0,Oracle,Not System Critical,Component 'rootfiles' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20158-0,Oracle,Not System Critical,Component 'chrony' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20160-0,Oracle,Not System Critical,Component 'iputils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20161-0,Oracle,Not System Critical,Component 'unzip' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20162-0,Oracle,Not System Critical,Component 'sssd' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20163-0,Oracle,Not System Critical,Component 'ledmon' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20168-0,Oracle,Not System Critical,Component 'libtevent' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20169-0,Oracle,Not System Critical,Component 'libtdb' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20170-0,Oracle,Not System Critical,Component 'libtalloc' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20171-0,Oracle,Not System Critical,Component 'samba' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20172-0,Oracle,Not System Critical,Component 'mdadm' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20173-0,Oracle,Not System Critical,Component 'erofs-utils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20176-0,Oracle,Not System Critical,Component 'rdma-core' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20177-0,Oracle,Not System Critical,Component 'usbutils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20178-0,Oracle,Not System Critical,Component 'librepo' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20179-0,Oracle,Not System Critical,Component 'rng-tools' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20182-0,Oracle,Not System Critical,Component 'hwdata' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20183-0,Oracle,Not System Critical,Component 'jq' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20184-0,Oracle,Not System Critical,Component 'gmp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20185-0,Oracle,Not System Critical,Component 'which' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20186-0,Oracle,Not System Critical,Component 'perftest' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20187-0,Oracle,Not System Critical,Component 'libbpf' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20188-0,Oracle,Not System Critical,Component 'filesystem' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20189-0,Oracle,Not System Critical,Component 'rust-rpm-sequoia' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20190-0,Oracle,Not System Critical,Component 'kea' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20191-0,Oracle,Not System Critical,Component 'libusb1' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20192-0,Oracle,Not System Critical,Component 'libseccomp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20196-0,Oracle,Not System Critical,Component 'avahi' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20197-0,Oracle,Not System Critical,Component 'mksh' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20198-0,Oracle,Not System Critical,Component 'file' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20200-0,Oracle,Not System Critical,Component 'zip' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20201-0,Oracle,Not System Critical,Component 'ipset' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20203-0,Oracle,Not System Critical,Component 'usermode' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20204-0,Oracle,Not System Critical,Component 'iotop-c' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20205-0,Oracle,Not System Critical,Component 'ndctl' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20206-0,Oracle,Not System Critical,Component 'dracut' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20208-0,Oracle,Not System Critical,Component 'libsemanage' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20209-0,Oracle,Not System Critical,Component 'libsepol' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20210-0,Oracle,Not System Critical,Component 'setools' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20211-0,Oracle,Not System Critical,Component 'mcstrans' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20212-0,Oracle,Not System Critical,Component 'pciutils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20213-0,Oracle,Not System Critical,Component 'psacct' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20214-0,Oracle,Not System Critical,Component 'procps-ng' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20215-0,Oracle,Not System Critical,Component 'ethtool' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20216-0,Oracle,Not System Critical,Component 'netlabel_tools' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20220-0,Oracle,Not System Critical,Component 'tuna' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20221-0,Oracle,Not System Critical,Component 'libmbim' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20224-0,Oracle,Not System Critical,Component 'wpa_supplicant' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20225-0,Oracle,Not System Critical,Component 'irqbalance' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20226-0,Oracle,Not System Critical,Component 'numactl' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20227-0,Oracle,Not System Critical,Component 'strace' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20228-0,Oracle,Not System Critical,Component 'fwupd' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20229-0,Oracle,Not System Critical,Component 'tuned' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20230-0,Oracle,Not System Critical,Component 'libnftnl' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20232-0,Oracle,Not System Critical,Component 'openldap' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20233-0,Oracle,Not System Critical,Component 'util-linux' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20234-0,Oracle,Not System Critical,Component 'ktls-utils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20235-0,Oracle,Not System Critical,Component 'kmod' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20236-0,Oracle,Not System Critical,Component 'other' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20237-0,Oracle,Not System Critical,Component 'sqlite' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20260-0,Oracle,Not System Critical,Component 'exiv2' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20261-0,Oracle,Not System Critical,Component 'mod_proxy_cluster' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20262-0,Oracle,Not System Critical,Component 'libfprint' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20263-0,Oracle,Not System Critical,Component 'conmon' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20264-0,Oracle,Not System Critical,Component 'buildah' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20265-0,Oracle,Not System Critical,Component 'python-podman' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20266-0,Oracle,Not System Critical,Component 'xdg-user-dirs' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20267-0,Oracle,Not System Critical,Component 'osbuild' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20268-0,Oracle,Not System Critical,Component 'augeas' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20269-0,Oracle,Not System Critical,Component 'nmstate' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20270-0,Oracle,Not System Critical,Component 'bootc' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20271-0,Oracle,Not System Critical,Component 'valgrind' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20273-0,Oracle,Not System Critical,Component 'emacs' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20274-0,Oracle,Not System Critical,Component 'gvisor-tap-vsock' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20275-0,Oracle,Not System Critical,Component 'xdg-desktop-portal' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20276-0,Oracle,Not System Critical,Component 'rpm-ostree' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20278-0,Oracle,Not System Critical,Component 'mutter' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20279-0,Oracle,Not System Critical,Component 'skopeo' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20280-0,Oracle,Not System Critical,Component 'taglib' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20281-0,Oracle,Not System Critical,Component 'wireplumber' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20282-0,Oracle,Not System Critical,Component 'container-selinux' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20283-0,Oracle,Not System Critical,Component 'pcp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20284-0,Oracle,Not System Critical,Component 'rust' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20285-0,Oracle,Not System Critical,Component 'setroubleshoot' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20286-0,Oracle,Not System Critical,Component 'gnome-initial-setup' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20287-0,Oracle,Not System Critical,Component 'annobin' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20288-0,Oracle,Not System Critical,Component 'ptyxis' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20289-0,Oracle,Not System Critical,Component 'debugedit' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20290-0,Oracle,Not System Critical,Component 'mingw-qemu-ga-win' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20291-0,Oracle,Not System Critical,Component 'cloud-init' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20292-0,Oracle,Not System Critical,Component 'gnome-text-editor' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20294-0,Oracle,Not System Critical,Component 'libguestfs' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20295-0,Oracle,Not System Critical,Component 'ibus-anthy' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20296-0,Oracle,Not System Critical,Component 'gtk3' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20297-0,Oracle,Not System Critical,Component 'netavark' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20298-0,Oracle,Not System Critical,Component 'edk2' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20299-0,Oracle,Not System Critical,Component 'ostree' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20300-0,Oracle,Not System Critical,Component 'gtk4' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20301-0,Oracle,Not System Critical,Component 'papers' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20302-0,Oracle,Not System Critical,Component 'python-virt-firmware' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20303-0,Oracle,Not System Critical,Component 'kdump-anaconda-addon' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20304-0,Oracle,Not System Critical,Component 'libtiff' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20305-0,Oracle,Not System Critical,Component 'enchant2' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20306-0,Oracle,Not System Critical,Component 'oci-seccomp-bpf-hook' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20307-0,Oracle,Not System Critical,Component 'postgresql-jdbc' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20308-0,Oracle,Not System Critical,Component 'sscg' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20309-0,Oracle,Not System Critical,Component 'WALinuxAgent' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20310-0,Oracle,Not System Critical,Component 'crun' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20311-0,Oracle,Not System Critical,Component 'gnome-kiosk' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20313-0,Oracle,Not System Critical,Component 'tftp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20314-0,Oracle,Not System Critical,Component 'lorax' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20315-0,Oracle,Not System Critical,Component 'python-blivet' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20316-0,Oracle,Not System Critical,Component 'nbdkit' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20317-0,Oracle,Not System Critical,Component 'wayland-protocols' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20318-0,Oracle,Not System Critical,Component 'mod_auth_openidc' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20320-0,Oracle,Not System Critical,Component 'redhat-rpm-config' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20321-0,Oracle,Not System Critical,Component 'python-rpm-macros' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20322-0,Oracle,Not System Critical,Component 'gnome-software' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20323-0,Oracle,Not System Critical,Component 'anaconda' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20324-0,Oracle,Not System Critical,Component 'azure-vm-utils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20325-0,Oracle,Not System Critical,Component 'ibus' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20326-0,Oracle,Not System Critical,Component 'libspelling' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20328-0,Oracle,Not System Critical,Component 'tog-pegasus' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20330-0,Oracle,Not System Critical,Component 'cmake' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20331-0,Oracle,Not System Critical,Component 'accountsservice' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20332-0,Oracle,Not System Critical,Component 'gnome-control-center' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20333-0,Oracle,Not System Critical,Component 'gnome-session' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20334-0,Oracle,Not System Critical,Component 'gnome-desktop3' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20335-0,Oracle,Not System Critical,Component 'openblas' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20336-0,Oracle,Not System Critical,Component 'ipa' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20338-0,Oracle,Not System Critical,Component 'libnbd' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20339-0,Oracle,Not System Critical,Component 'dyninst' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20340-0,Oracle,Not System Critical,Component 'libadwaita' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20341-0,Oracle,Not System Critical,Component 'llvm' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20342-0,Oracle,Not System Critical,Component 'plymouth' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20343-0,Oracle,Not System Critical,Component 'gnome-shell-extension-dash-to-dock' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20344-0,Oracle,Not System Critical,Component 'gnome-shell-extension-dash-to-panel' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20345-0,Oracle,Not System Critical,Component 'freeradius' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20346-0,Oracle,Not System Critical,Component 'libnotify' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20347-0,Oracle,Not System Critical,Component 'gnome-shell' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20349-0,Oracle,Not System Critical,Component 'rsyslog' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20350-0,Oracle,Not System Critical,Component 'cockpit-ostree' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20351-0,Oracle,Not System Critical,Component 'cockpit-files' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20352-0,Oracle,Not System Critical,Component 'cockpit-machines' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20353-0,Oracle,Not System Critical,Component 'cockpit-podman' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20354-0,Oracle,Not System Critical,Component 'crash' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20355-0,Oracle,Not System Critical,Component 'upower' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20356-0,Oracle,Not System Critical,Component 'yggdrasil' is not in the whitelist or matches an explicit blacklist
ELBA-2025-20357-0,Oracle,Not System Critical,Component 'crash-gcore-command' is not in the whitelist or matches an explicit blacklist
